age,income,credit_score,loan_amount,loan_term,employment_duration,debt_ratio,num_credit_lines,num_late_payments,utilization_rate,monthly_payment,interest_rate,num_inquiries,num_delinquencies,years_credit_history,num_recent_loans,savings_balance,checking_balance,employment_type,customer_id,default_flag
-0.022998663595325215,0.28890166150317986,0.11706335083605662,0.8582590740657585,-1.5837443690152488,-4.169865703764124,-0.508469479246498,,0.7668494852566975,4.512473665037547,2.51323409162044,1.4635744429239046,0.13322066509682406,1.8324029850929227,,0.056883576829889794,-2.3863362634542438,-2.363436728999149,BUSINESS,1000000,1
0.0922475541463171,-2.3692111124224686,0.3853438690299521,,-0.6493047047613938,,-1.213764074458713,-2.695097599340119,1.6750016121717544,4.546965591839545,3.926157068146424,7.182339078984721,2.9995280347210898,10.50418813710203,2.939086213698638,-0.5521512374452106,3.0971824646375623,-0.23399574905998854,OTHER,1000001,1
1.6754947590280216,0.438122008186166,-0.33444654494449655,-3.6813060346439617,0.48425256611180745,2.7744936310986117,0.2706376266469432,1.763215285505575,-2.1017080172370166,1.2836753699017498,-3.3285570545153074,,1.9023567888649442,-4.299797537385404,-0.10905437617913374,0.8297756494470576,-3.768651872249184,0.883346119704524,SALARIED,1000002,0
-0.053044088409443704,3.670569634502424,0.629692436574235,-0.9196052882045174,4.362433300036354,5.798570962019628,1.5162431928055635,-1.0142784296666079,0.8095615414279969,-1.1556773142303158,-2.8924930404689144,4.168384176817093,-2.703193751918566,-4.343083424848938,-4.828145256099827,-0.7817277731139276,1.387829743049596,1.9395641416628577,BUSINESS,1000003,1
0.5201320720329653,-3.5370039651798626,1.0062683577090652,-2.3689295285170044,2.3180099005382324,-1.1570062205292349,-0.02936861265018215,-3.378825676989609,3.4894464950650237,-1.1976781807777097,-1.0138980264009483,,0.19677418064196917,0.7735854207250774,-3.2214120174840604,0.5248138121859253,1.2073435552840392,2.500207995067272,BUSINESS,1000004,0
1.0921356242228584,-2.8604587624758455,-0.5452971739492868,2.7322011612936237,1.3467163529371868,-5.574558471781845,-0.27501880555556685,-5.995282840297029,3.741646337123034,-1.3479568779561055,0.20068580120768187,-0.16663441094142972,2.0842125988290916,8.044312145761785,-0.9949288371249685,0.23209139256065772,,-1.5416511183225048,OTHER,1000005,1
-0.008917625299209262,2.1341993735993254,-0.03604762804258426,0.5246277242065542,1.6249289279821078,0.6541804279813334,-0.187301902382105,-5.671126379778905,2.646816535651297,1.5589826027685558,-2.2808648266519844,,3.0074352294456626,0.5351716718230963,-6.963921669489459,-0.7725448177219593,-4.009105386856571,2.4638019294630786,SALARIED,1000006,0
0.49732954507029004,3.802104717538441,-0.19176272978937198,-1.1401238518124335,-0.4676357533499176,3.531482053917091,1.1324691570553493,-0.8607661392171005,1.3291264287040716,0.7283383131971382,0.7467757120144476,0.6422956207309554,2.52053472381666,0.11014172416557105,-3.279462074425546,-1.4631011874238862,-6.441867727360533,1.540180992093116,SALARIED,1000007,1
0.23320593662750946,2.914093911706241,0.18972665518249882,0.22638489627634018,-3.2852234334535324,1.3794590747039954,-0.20195778675787085,-0.7797722174278127,0.31122689903774203,-1.1944046241115975,-2.440393819076447,1.665384957281525,0.9021633817360997,-1.4564565189911933,2.288727798425689,1.7452316580143292,-5.160098177209525,-1.8363458910001795,BUSINESS,1000008,0
-0.6799730318678596,0.6928137671854744,,-1.4829790210012177,2.0914948923444405,4.3613976533283365,1.1590021032172417,-0.021156032176139122,0.5270864914099495,-3.667439163348446,-4.992069767689825,1.6606784987494594,-0.9465109644999051,-2.7613287183167254,-1.324320873221616,-0.22148840126540822,2.1054130931025288,1.3227103783061909,SELF_EMPLOYED,1000009,1
-0.6854397659289211,1.8583039774103591,-1.078028260877962,-2.62048539912559,-1.3922551393046025,0.11346988077106934,-1.762815787132407,6.869816567447535,1.6329621905256642,0.1446234103037327,0.29374118097526813,1.7893788222922788,-1.09065649119598,-0.6800758391272185,1.943919289997023,-0.18454637729884718,-1.2395148133862381,1.3908967523597227,BUSINESS,1000010,1
